Original Filename,New SEO Filename,Target City,Total Score,Emotional (25%),Technical (20%),Brand (20%),Marketing (20%),SEO (15%),Focal X (%),Focal Y (%),Category,Alt Text,Caption,Placement Tags,Reasoning
1000007175.jpg,wisconsin-terrier-mix-dog-grooming-deforest-wi-river-paws.jpg,DeForest,9.1,9.2,8.8,9,8.9,9.5,35,35,Grooming / Care Close-Up,Handsome terrier experiencing stress-free gentle grooming for DeForest area dogs at River Paws,"Beautiful coats, peaceful dogs",Services – Grooming; Social; Gallery,"The image showcases the high-quality finish of the grooming service (bandana, clean coat) while the dog's upward gaze suggests engagement and confidence. The alt text targets DeForest using the 'Near [City]' proximity pattern to capture local search traffic without misrepresenting the physical location. The caption reinforces the brand promise that grooming is about emotional well-being, not just aesthetics."
1000007230.jpg,handsome-doodle-dog-grooming-madison-wi-river-paws.jpg,Madison,9,8.8,9.2,9,8.5,9.5,50,30,Grooming / Care Close-Up,Handsome doodle getting pampered with trusted grooming services serving Madison families,Expert care makes all the difference,Services – Grooming; Gallery; Social; Instagram,"This image is a high-impact grooming portfolio shot. The dog's direct gaze and fresh haircut (specifically the clean face trim) demonstrate technical skill, while the bandana adds brand personality. It perfectly targets the Madison market by showcasing the premium 'spa' aspect of the business, solving the pain point of unkempt pets."
1000007232.jpg,gentle-golden-retriever-mix-dog-grooming-madison-wi-river-paws.jpg,Madison,9,9.2,9,8.8,8.9,9.1,50,35,Grooming / Care Close-Up,Calm golden dog shining after Madison dog grooming at River Paws,Trusted grooming for active dogs,Services – Grooming; Gallery; Social,"The image features a high-emotional connection with direct eye contact, perfect for selling trust in grooming services. The 'Pattern 2' location strategy targets the broader Madison service area while emphasizing the 'exclusive studio' differentiator."
1000007444.jpg,soft-goldendoodle-grooming-waunakee-wi-river-paws.jpg,Waunakee,9.1,9.2,9.5,9,8.8,9,52,40,Grooming / Care Close-Up,"Apricot Goldendoodle with feeling confident with expert grooming at River Paws Waunakee, Wisconsin","Gentle hands, beautiful results",Services – Grooming; Social; Gallery,"The image features a high-quality grooming result with a distinct accessory (lemon bandana), perfect for showcasing the 'confidence' transformation. The alt text uses specific visual details while integrating the Waunakee location explicitly as a dedicated studio to boost local SEO without using forbidden generic phrases."
1000007475.jpg,joyful-golden-mix-dog-grooming-deforest-wi-river-paws.jpg,DeForest,9,9.2,8.8,9,8.5,9.5,48,38,Grooming / Care Close-Up,Smiling golden mix looking their best after professional grooming for DeForest area dogs at River Paws,Expert care they'll look forward to,Services – Grooming; Gallery; Social,"The image features a high-engagement 'smile' from the dog, perfectly illustrating the confidence and happiness brand values. The composition focuses sharply on the face, making it ideal for social media connection. The alt text leverages the 'near DeForest' pattern to capture regional SEO traffic while emphasizing the 'building confidence' transformation."
1000007479.jpg,wisconsin-bernedoodle-dog-grooming-madison-wi-river-paws.jpg,Madison,9,9.5,8.5,9,8.5,9.5,50,35,Grooming / Care Close-Up,Cheerful Bernedoodle building enjoying gentle expert styling for Madison area pets at River Paws,Pampered yet ready for adventure,Services – Grooming; Gallery; Social,"The image features a freshly groomed Bernedoodle with a bandana, perfectly aligning with the Grooming category. The alt text targets 'Madison' using Pattern 2 ('for Madison area dogs') to expand local SEO reach beyond Waunakee while emphasizing the 'building confidence' transformation. The caption focuses on the result (fresh style, happiness) rather than just describing the dog."
1000007556.jpg,confident-black-doodle-dog-grooming-sun-prairie-wi-river-paws.jpg,Sun Prairie,9,8.5,9,9.2,8.8,9.5,48,35,Grooming / Care Close-Up,Alert black doodle thriving with compassionate spa-quality grooming serving Sun Prairie families,When grooming feels like care,Services – Grooming; Gallery; Social,"The image showcases the high-quality grooming finish (brand) and the dog's calm, confident demeanor (emotional/marketing). The composition is professional with good depth of field (technical). The alt text targets Sun Prairie using the 'Serving [City]' pattern to maximize local SEO reach while highlighting the confidence-building aspect of the service."
1000007849 (1).jpg,festive-terrier-mix-socialization-waunakee-wi-river-paws.jpg,Waunakee,9,9.2,8.8,9,8.5,9.5,50,55,Social / Community / Celebration,"Festive terrier mix relaxing during skilled grooming care at River Paws Waunakee, Wisconsin",From muddy trails to spa-fresh confidence,Social; Gallery; About,"Leverages seasonal appeal (Halloween) to demonstrate the fun, confidence-building culture at River Paws. The direct Waunakee reference in the alt text reinforces local market dominance while the 'building confidence' verb ties a cute photo back to the core brand promise of transformation."
IMG_9688.jpg,attentive-goldendoodle-dog-grooming-madison-wi-river-paws.jpg,Madison,8.8,8.8,8.5,9,8.5,9.5,55,38,Grooming / Care Close-Up,Soft Goldendoodle trusting our compassionate grooming serving Madison families,Where grooming becomes bonding,Services – Grooming; Social; Gallery,"The image features strong eye contact and a 'head tilt' that drives high emotional engagement. The clean, fluffy coat demonstrates grooming quality, supporting the brand's premium care positioning. The indoor setting necessitates a grooming-focused keyword strategy targeting Madison owners seeking professional handling."
IMG_9698.jpg,confident-shih-tzu-mix-dog-grooming-madison-wi-river-paws.jpg,Madison,8.6,8.5,8,8.5,8.5,9.5,45,28,Grooming / Care Close-Up,Attentive dog with receiving expert Madison dog grooming at River Paws,"Calm grooming, stunning results",Services – Grooming; Social; Gallery,High-quality grooming close-up demonstrating the 'confidence' brand pillar. Uses Pattern 4 (Madison dog grooming) to capture specific service search intent while highlighting expert handling.
IMG_9783.jpg,confident-cockapoo-dog-grooming-waunakee-wi-river-paws.jpg,Waunakee,8.9,8.8,8.5,9.2,8.9,9.5,52,25,Grooming / Care Close-Up,"Golden Cockapoo with experiencing stress-free gentle grooming at River Paws Waunakee, Wisconsin",Where breed meets expertise,Services – Grooming; Gallery; Social; Instagram,"The vibrant blue nails serve as a strong visual hook demonstrating the brand's attention to detail and fun approach to grooming. The dog's direct eye contact drives high emotional engagement, while the 'building confidence' angle positions grooming as a wellness activity rather than just a chore."
IMG_9823.jpg,happy-goldendoodle-grooming-waunakee-wi-river-paws.jpg,Waunakee,9,9,9,9,9,9,43,32,Grooming / Care Close-Up,"Happy Goldendoodle getting pampered with trusted grooming services at River Paws Waunakee, Wisconsin",Professional grooming without the drama,Services – Grooming; Social; Gallery,"The image features a high-energy, happy Goldendoodle in a professional grooming setting, perfectly illustrating the 'confidence building' transformation. The description emphasizes the premium 'premier studio' aspect to differentiate from basic groomers, targeting the Waunakee audience directly."
IMG_9957.jpg,happy-golden-retriever-creative-grooming-dye-madison-wi-river-paws.jpg,Madison,9,9,8.5,9.5,9,9,82,30,Grooming / Care Close-Up,Golden Retriever with creative tail dye shining after premium grooming care for Madison area pets at River Paws,Expert grooming after every adventure,Services – Grooming; Gallery; Social,"The image highlights a premium, niche service (creative grooming/safe dye) which strongly differentiates the brand. The dog's happy expression and the gentle handling of the tail reinforce the 'confidence' and 'trust' pillars. Using 'serving Madison families' connects the specific service to the target market."
IMG_0015.jpg,happy-golden-retriever-dog-grooming-middleton-wi-river-paws.jpg,Middleton,8.7,8.5,8,9,8.5,9.5,42,35,Grooming / Care Close-Up,Smiling Golden Retriever feeling confident with expert grooming serving Middleton families,Spa-quality care for trail-loving dogs,Services – Grooming; Gallery; Social,"The image showcases a happy, relaxed senior dog in a professional grooming setting, directly addressing the 'fear of grooming' pain point. The lemon bandana adds a touch of personality (Emotional). The alt text targets DeForest specifically using Pattern 2 ('for DeForest area pets') while emphasizing the confidence-building aspect of the service."
IMG_2374 (1).jpg,radiant-american-eskimo-dog-grooming-waunakee-wi-river-paws.jpg,Waunakee,9,9.2,8.8,9,8.5,9.5,50,38,Grooming / Care Close-Up,"Radiant American Eskimo looking their best after professional grooming at River Paws Waunakee, Wisconsin","Festive confidence starts with professional, gentle care.",Services – Grooming; Social; Gallery,"The image features a pristine, happy dog with seasonal attire, perfectly illustrating the 'confidence' and 'care' pillars of the brand. The direct eye contact drives high emotional engagement, while the grooming setting allows for specific service keywords targeting the local Waunakee market."
